(0, 5),2,-0.1,(1, 5)
(1, 5),1,-0.1,(1, 4)
(1, 4),2,-0.1,(2, 4)
(2, 4),2,-0.1,(2, 4)
(2, 4),2,-0.1,(2, 4)
(2, 4),2,-0.1,(2, 4)
(2, 4),2,-0.1,(2, 4)
(2, 4),2,-0.1,(2, 4)
(2, 4),3,-0.1,(1, 4)
(1, 4),2,-0.1,(2, 4)
(2, 4),3,-0.1,(1, 4)
(1, 4),2,-0.1,(2, 4)
(2, 4),1,-0.1,(2, 3)
(2, 3),2,-0.1,(3, 3)
(3, 3),0,-0.1,(3, 3)
(3, 3),0,-0.1,(3, 3)
(3, 3),2,-0.1,(4, 3)
(4, 3),0,-0.1,(4, 4)
(4, 4),2,1,(5, 4)
(1, 4),2,-0.1,(2, 4)
(2, 4),1,-0.1,(2, 3)
(2, 3),2,-0.1,(3, 3)
(3, 3),2,-0.1,(4, 3)
(4, 3),0,-0.1,(4, 4)
(4, 4),2,1,(5, 4)
