(1, 5),0,-0.1,(1, 6)
(1, 6),2,-0.1,(2, 6)
(2, 6),0,-0.1,(2, 7)
(2, 7),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
(2, 8),3,-0.1,(2, 8)
(2, 8),1,-0.1,(2, 8)
(2, 8),2,-0.1,(2, 8)
(2, 8),0,-0.1,(2, 8)
